tool,trial,crash_id,cat,bug,loc,desc,exp,num_reports,min_asyncs_in_log,max_programs_from_end_of_log_to_asyncs
rand-preempt-sect_rw,3,60ad8d414403ea4de9c4123f1083aaf380e8705a,WARNING,,btrfs_get_root_ref,WARNING in btrfs_get_root_ref,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,cf1828f4f7cddf8f5e3f9f01be66e00c7044de90,INFO,rcu detected stall,sys_openat,INFO: rcu detected stall in sys_openat,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,3,4d43edefe43dc89161dd7655b29f662f04b5f2cc,OTHER,possible deadlock,hfs_find_init,possible deadlock in hfs_find_init,long-term-18-MAR-2025,22,0,-1
rand-preempt-sect_rw,3,670153e888f4e124a9c42b6e5d582c0f0872ec86,INFO,rcu detected stall,rtnl_newlink,INFO: rcu detected stall in rtnl_newlink,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,afd75899ce257f0020e9d9c47e3ae3fe04a8b7dd,OTHER,general protection fault,hfsplus_rename_cat,general protection fault in hfsplus_rename_cat,long-term-18-MAR-2025,8,0,-1
rand-preempt-sect_rw,3,fc92a3d48f65988af59ad25d6bb9efc5b7e0564c,WARNING,,__invalidate_bh_lrus,WARNING in __invalidate_bh_lrus,long-term-18-MAR-2025,24,0,
rand-preempt-sect_rw,3,b5512ac226cc5d45fb1cd04937c674c0465d5084,INFO,rcu detected stall,br_handle_frame,INFO: rcu detected stall in br_handle_frame,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,3,d8be63074701bec1ae41d54340c12eab439652fb,WARNING,,usb_free_urb,WARNING in usb_free_urb,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,81faef6ce66f2f63d7030f143c557fb3ceb76a36,BUG,,,"BUG: ""hc->tx_t_ipi == NUM"" holds (exception!) at net/dccp/ccids/ccid3.c:LINE/ccid3_update_send_interval()",long-term-18-MAR-2025,1,2,-1
rand-preempt-sect_rw,3,29aec000cb9c27993a3ad3ea6f881262fafccd4b,UBSAN,shift-out-of-bounds,dbSplit,UBSAN: shift-out-of-bounds in dbSplit,long-term-18-MAR-2025,5,0,
rand-preempt-sect_rw,3,4f7ccbaf7b7bf9f62ba80a9a30f1094ecc656cd0,OTHER,kernel BUG,txEnd,kernel BUG in txEnd,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,416fc16dc61e88df48b8990e74bd866199c4f53a,WARNING,,__rate_control_send_low,WARNING in __rate_control_send_low,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,3,d55cddbfbe70446f2d66df758e7e93c285e69db9,WARNING,,call_timer_fn,WARNING in call_timer_fn,long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,3,1d9bb5d25d509bfa2a7dd17a2add36a0762765ac,BUG,,,"BUG: please report to dccp@vger.kernel.org => prev = NUM, last = NUM at net/dccp/ccids/lib/packet_history.c:LINE/tfrc_rx",long-term-18-MAR-2025,8,0,
rand-preempt-sect_rw,3,c94af3358dab4acd9bfcbc1e95a9eaa497e4ad3b,INFO,task hung,bpf_struct_ops_map_free,INFO: task hung in bpf_struct_ops_map_free,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,107d4fad6be90805aa165afb3d9b4181c1605ce1,INFO,rcu detected stall,do_idle,INFO: rcu detected stall in do_idle,long-term-18-MAR-2025,14,0,-1
rand-preempt-sect_rw,3,179a9967436fa2758e6d159659d92503eae680ef,OTHER,kernel BUG,corrupted,kernel BUG in corrupted,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,82452223a9d5475e89cd85d4db53932ea7ffbb57,KASAN,wild-memory-access Read,hfsplus_bnode_read,KASAN: wild-memory-access Read in hfsplus_bnode_read,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,717f2a442c2ec31e6880fa8ad81443a56fc4fbed,OTHER,kernel BUG,txAbort,kernel BUG in txAbort,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,59bad2e4e0e8758ddd7a8b2d9a7db7761f18597d,OTHER,kernel BUG,ocfs2_claim_suballoc_bits,kernel BUG in ocfs2_claim_suballoc_bits,long-term-18-MAR-2025,5,0,
rand-preempt-sect_rw,3,7214aa7d762fab9b78cf0384c36ff62783f904b8,INFO,rcu detected stall,smp_call_function,INFO: rcu detected stall in smp_call_function,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,3,3474b4f1e6a694d78abe6e53923207efeee5eb46,INFO,task hung,synchronize_rcu,INFO: task hung in synchronize_rcu,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,ea4d67102192dd472eea34d5b1959e76105d9461,KASAN,slab-use-after-free Read,drm_atomic_helper_wait_for_vblanks,KASAN: slab-use-after-free Read in drm_atomic_helper_wait_for_vblanks,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,96c447fce9cab7899e95a08f52a4c45da0691d56,WARNING,,__ieee80211_beacon_get,WARNING in __ieee80211_beacon_get,long-term-18-MAR-2025,14,0,-2
rand-preempt-sect_rw,3,d500366678f2a2b2ed69324bbfaf20ac43631c72,OTHER,possible deadlock,console_flush_all,possible deadlock in console_flush_all,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,d3352a10231ea5c95eb5876ebf50e3601e86b547,WARNING,,btrfs_commit_transaction,WARNING in btrfs_commit_transaction,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,89b3b67efdd299d6754b6f7d8f626f085a42808b,OTHER,kernel BUG,jffs2_del_ino_cache,kernel BUG in jffs2_del_ino_cache,long-term-18-MAR-2025,7,0,-2
rand-preempt-sect_rw,3,a5151f2aa840fe7bc90c672c803890cf4bc95b13,INFO,rcu detected stall,kswapd,INFO: rcu detected stall in kswapd,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,7154156a9841df26dd0871d79ccab7324d3c5044,KASAN,slab-use-after-free Read,hdm_disconnect,KASAN: slab-use-after-free Read in hdm_disconnect,long-term-18-MAR-2025,5,0,
rand-preempt-sect_rw,3,8bd6ce2aa45015d172842a95078548c02af0d38c,INFO,rcu detected stall,__virt_addr_valid,INFO: rcu detected stall in __virt_addr_valid,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,cae0c49cb8a02ebed9b30518fd78ecaf184ce0d9,KASAN,use-after-free Write,ext4_insert_dentry,KASAN: use-after-free Write in ext4_insert_dentry,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,3,bd13438de068333c8c0bc186aa351913f11ff0c8,OTHER,possible deadlock,ntfs_look_for_free_space,possible deadlock in ntfs_look_for_free_space,long-term-18-MAR-2025,1,2,-3
rand-preempt-sect_rw,3,bd11136f01547d97986820803dd814774f5e80c1,WARNING,,__udf_add_aext,WARNING in __udf_add_aext,long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,3,6c01a324911451b89f168a51cc535a981fef28bd,OTHER,general protection fault,bfs_get_block,general protection fault in bfs_get_block,long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,3,f4642016ab2fd7e2e7d5365c74eb27af6417b2d5,KASAN,use-after-free Read,ocfs2_claim_suballoc_bits,KASAN: use-after-free Read in ocfs2_claim_suballoc_bits,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,733343303fca2ceb29ab47d7e2a5c230a0c592d6,WARNING,,vkms_get_vblank_timestamp,WARNING in vkms_get_vblank_timestamp,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,ca855d2571f6d9c8a8fd9f0ee1b79d91b2747a0b,OTHER,kernel BUG,ocfs2_write_cluster_by_desc,kernel BUG in ocfs2_write_cluster_by_desc,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,8c61c462c66668d7fe521d844360c58207a40dd9,WARNING,,pvr2_send_request_ex/usb_submit_urb,WARNING in pvr2_send_request_ex/usb_submit_urb,long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,3,5e7ac63ebdfb8e33254bd15242adb4b27ef36e84,OTHER,possible deadlock,sock_set_reuseaddr,possible deadlock in sock_set_reuseaddr,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,7182ae311b03985023fb1ba76940fd5617cae6d8,WARNING,,netfs_writepages,WARNING in netfs_writepages,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,8066f026209a5e9f01cec86e629b05f8bae3a9e5,KASAN,use-after-free Read,__ocfs2_find_path,KASAN: use-after-free Read in __ocfs2_find_path,long-term-18-MAR-2025,9,0,
rand-preempt-sect_rw,3,cd1f4d10aeccd425f032ef8307ca2a72d86c67b8,INFO,task hung,lock_metapage,INFO: task hung in lock_metapage,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,3,f5a259f85d42c3c72cf17ef817a151c8f215a51b,OTHER,general protection fault,jfs_flush_journal,general protection fault in jfs_flush_journal,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,3,f7413896ad4af6003ae85c8b1e9ab706c1b3eafc,INFO,rcu detected stall,sys_clone,INFO: rcu detected stall in sys_clone,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,518f9409bd34d7d8e7f25c6d19f2306bf745e274,OTHER,kernel BUG,__ext4_journal_stop,kernel BUG in __ext4_journal_stop,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,3,fc2733d2cd6cf20337fdfa85857fe92acc4e67e1,WARNING,,bcm5974_start_traffic/usb_submit_urb,WARNING in bcm5974_start_traffic/usb_submit_urb,long-term-18-MAR-2025,16,0,
rand-preempt-sect_rw,3,6841b09f10883829d2fec742d938c431c8441375,OTHER,possible deadlock,hfs_extend_file,possible deadlock in hfs_extend_file,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,5e825254fe8b706c3055380f64e655d635c5b449,WARNING,,hci_conn_timeout,WARNING in hci_conn_timeout,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,c991ea08384dcae5e17c3575fd230a3ad42c084c,OTHER,possible deadlock,attr_data_get_block,possible deadlock in attr_data_get_block,long-term-18-MAR-2025,2,1,-1
rand-preempt-sect_rw,3,cf239e947e8ee82f53f98768040835fc4f8f050c,INFO,rcu detected stall,sys_clock_settime,INFO: rcu detected stall in sys_clock_settime,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,7e1a8fa5c0fbbd45eb5476b74a89c66d6cbef960,WARNING,,plfxlc_mac_release,WARNING in plfxlc_mac_release,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,d027818df46bc1ecda09916eaeed5bd6798095b6,WARNING,,drop_nlink,WARNING in drop_nlink,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,3,f223e9afc7a46528d132e137faca685e6144125e,KASAN,slab-use-after-free Write,sco_conn_put,KASAN: slab-use-after-free Write in sco_conn_put,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,3,c8a24c42ab318046943779327b5e06f8134a445f,KASAN,user-memory-access Write,__destroy_inode,KASAN: user-memory-access Write in __destroy_inode,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,3,1bd6c550a6c1d7dd92daba50c290b8fc598ff6ce,INFO,task hung,bdev_open,INFO: task hung in bdev_open,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,717032a22f7c66339ad18aa5c7100ebd76ad1ea7,WARNING,,hfs_bnode_create,WARNING in hfs_bnode_create,long-term-18-MAR-2025,20,0,-4
rand-preempt-sect_rw,3,97e0d20f223297a2bc0f41e08337da9ac9b59ec2,INFO,rcu detected stall,__run_timer_base,INFO: rcu detected stall in __run_timer_base,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,143189e89dcd5e8dc7e14dd0755b3fd525128031,BUG,,,BUG: Bad page state,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,236682dc9e4ebd8581e72868857ce86280630cb5,OTHER,possible deadlock,hfsplus_find_init,possible deadlock in hfsplus_find_init,long-term-18-MAR-2025,28,0,-2
rand-preempt-sect_rw,3,f0103263cb3fd782f36b0dda7a6dc64ec8c8ed1a,OTHER,possible deadlock,loop_set_status,possible deadlock in loop_set_status,long-term-18-MAR-2025,1,2,-3
rand-preempt-sect_rw,3,f2e29aff4ec2f00c8e0c3d2d3c5a0e0ba46f8fd1,INFO,rcu detected stall,unwind_get_return_address,INFO: rcu detected stall in unwind_get_return_address,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,0c236f1d3444dc690faefc668afbc564e5a44184,WARNING,,kernfs_get,WARNING in kernfs_get,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,4416d9ab8bb60229840cda983551c22c72b5b228,INFO,rcu detected stall,kcov_ioctl,INFO: rcu detected stall in kcov_ioctl,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,084728785a422eb947a33faad79ca3465e020026,OTHER,possible deadlock,udf_free_blocks,possible deadlock in udf_free_blocks,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,1eb07be854cc11b560ce1b45e5d0579ca602b368,OTHER,possible deadlock,gup_fast_fallback,possible deadlock in gup_fast_fallback,long-term-18-MAR-2025,2,0,-2
rand-preempt-sect_rw,3,38dec108eee0b492a62d86e6b92d2133e8ab9cc5,KASAN,slab-out-of-bounds Write,diWrite,KASAN: slab-out-of-bounds Write in diWrite,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,943879683ba99cd7772ff6905d9138f421b695f8,OTHER,kernel BUG,ocfs2_populate_inode,kernel BUG in ocfs2_populate_inode,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,8fbb22f5f195a09ad026de6f32a3ca62d2243f52,INFO,rcu detected stall,handle_softirqs,INFO: rcu detected stall in handle_softirqs,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,e1591f5807cca98241c629b5860e9e5e1c358571,WARNING,suspicious RCU usage,get_callchain_entry,WARNING: suspicious RCU usage in get_callchain_entry,long-term-18-MAR-2025,24,0,-3
rand-preempt-sect_rw,3,1a6abe077825183e67b67c3313ea6f99a992fe86,INFO,rcu detected stall,corrupted,INFO: rcu detected stall in corrupted,long-term-18-MAR-2025,58,0,
rand-preempt-sect_rw,3,6bfb19d7f651b70ce0ff4685912f3a524094c474,INFO,task hung,lmLogClose,INFO: task hung in lmLogClose,long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,3,a7639dcaa0943aa8a9470fbff76d4c40bbd8a3f6,UBSAN,array-index-out-of-bounds,dbAllocBits,UBSAN: array-index-out-of-bounds in dbAllocBits,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,cfbae8737f6cf1bb119f7a082836ba75e5c23c05,OTHER,kernel BUG,ext4_inline_data_truncate,kernel BUG in ext4_inline_data_truncate,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,6e93b59ef105750a5e57f891baa0b519c4623683,OTHER,possible deadlock,nr_rt_device_down,possible deadlock in nr_rt_device_down,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,68807c4df71d721a9215e22ac844e6a5fbc87898,WARNING,,ext4_xattr_inode_lookup_create,WARNING in ext4_xattr_inode_lookup_create,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,3,4ecda27d97e590e179a8c967d0b1615224f921fd,WARNING,,reserve_ds_buffers,WARNING in reserve_ds_buffers,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,ff12148d728e8c4ebaf0d1070b81bce4ae226880,OTHER,kernel BUG,ext4_do_writepages,kernel BUG in ext4_do_writepages,long-term-18-MAR-2025,5,0,
rand-preempt-sect_rw,3,da46f7c0e060fe79bb18f8875d62b8aca72f8caa,INFO,rcu detected stall,seq_read_iter,INFO: rcu detected stall in seq_read_iter,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,3,555dea26688fe98056f9732cf38a27c7a116f88f,INFO,rcu detected stall,kernfs_fop_write_iter,INFO: rcu detected stall in kernfs_fop_write_iter,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,3,971890fe5480ab913cb6945227ae22f3c822f6ec,INFO,task hung,blkdev_fallocate,INFO: task hung in blkdev_fallocate,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,0ca68ddf766d66a8dc6f464205a714484d7d56d9,WARNING,,btrfs_release_global_block_rsv,WARNING in btrfs_release_global_block_rsv,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,bc70a607f7f21da8b849ae8a28aeb3dc3b6637e5,INFO,rcu detected stall,kcov_close,INFO: rcu detected stall in kcov_close,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,a2b014c9c4cda447ef5f302511344a5162f1e6a5,WARNING,,fanotify_handle_event,WARNING in fanotify_handle_event,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,3,64d5cceef5716756190eaab9a1a19771c430b99d,OTHER,kernel BUG,dbFindLeaf,kernel BUG in dbFindLeaf,long-term-18-MAR-2025,9,0,-33
rand-preempt-sect_rw,3,afbcab044ccf826599331b98cefb6e1479387053,UBSAN,array-index-out-of-bounds,dbJoin,UBSAN: array-index-out-of-bounds in dbJoin,long-term-18-MAR-2025,5,0,
rand-preempt-sect_rw,3,76536613b298bb2203cef7c489bb95e2797ed4d2,INFO,rcu detected stall,netlink_recvmsg,INFO: rcu detected stall in netlink_recvmsg,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,aeea050a3949d1cb446d09f62376df9f95fdb0e6,INFO,task hung,fuse_lookup,INFO: task hung in fuse_lookup,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,ea55ed6b4d3385d5bd9193ca7cecbb8e9ad4e11d,WARNING,,gfs2_check_blk_type,WARNING in gfs2_check_blk_type,long-term-18-MAR-2025,14,0,
rand-preempt-sect_rw,3,08ce1918854db60a1bbb29e36cb7e5fd8009584b,KASAN,slab-use-after-free Read,sysv_new_inode,KASAN: slab-use-after-free Read in sysv_new_inode,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,3dcbd1e2079aee55d0f581135e01b287d479999d,KASAN,slab-out-of-bounds Read,hfsplus_uni2asc,KASAN: slab-out-of-bounds Read in hfsplus_uni2asc,long-term-18-MAR-2025,20,0,
rand-preempt-sect_rw,3,d4c9d4f82b2511f8f50f89cfe1db52f0bfd24c57,BUG,corrupted list,add_to_unbuddied,BUG: corrupted list in add_to_unbuddied,long-term-18-MAR-2025,25,0,
rand-preempt-sect_rw,3,4c5fb8eedeca78b3c4fe40bfc05b20601b89508a,KASAN,use-after-free Read,sysv_new_inode,KASAN: use-after-free Read in sysv_new_inode,long-term-18-MAR-2025,45,0,
rand-preempt-sect_rw,3,5751d3475c4df46ed99a3e130bcf4506b2840287,KASAN,out-of-bounds Write,end_buffer_read_sync,KASAN: out-of-bounds Write in end_buffer_read_sync,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,162dadb50aa733b767be4038d07100f4d62a55bf,KASAN,slab-use-after-free Write,ext4_insert_dentry,KASAN: slab-use-after-free Write in ext4_insert_dentry,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,d8da3937cd2a93e22e47c45d6042bff5e7af185b,OTHER,general protection fault,__remove_inode_hash,general protection fault in __remove_inode_hash,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,295c0dc164c3fcf583aa4a873bea301927c81b66,BUG,corrupted list,em28xx_init_extension,BUG: corrupted list in em28xx_init_extension,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,fb069fec26746cf34d7454f1b9359f3bbbef2b4e,KASAN,vmalloc-out-of-bounds Write,corrupted,KASAN: vmalloc-out-of-bounds Write in corrupted,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,f428ab75da31ebcca5b34c020e32bccea4784f0a,INFO,rcu detected stall,percpu_ref_put,INFO: rcu detected stall in percpu_ref_put,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,3,f2e406ad0add97087eeb1d618c07b79800f1d3a4,OTHER,possible deadlock,__submit_bio,possible deadlock in __submit_bio,long-term-18-MAR-2025,2,2,-9
rand-preempt-sect_rw,3,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,bece6e4d8f0a9435df2c7d954abbcacc85f95d47,WARNING,,inet_sock_destruct,WARNING in inet_sock_destruct,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,d863adef6130a966a3c3efb67b0d52980adfddb7,KASAN,slab-use-after-free Read,corrupted,KASAN: slab-use-after-free Read in corrupted,long-term-18-MAR-2025,6,0,
rand-preempt-sect_rw,3,df3164214da6cac32904fbc82fde7ef5cef12d88,WARNING,,nft_socket_init,WARNING in nft_socket_init,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,6d4ed0a139a2460f1d341b0bec84da000ab1e011,OTHER,possible deadlock,ntfs_fiemap,possible deadlock in ntfs_fiemap,long-term-18-MAR-2025,2,0,-1
rand-preempt-sect_rw,3,b45e5d2b8d3e9173d66db2a85028e01954ea36fc,BUG,spinlock bad magic,post_alloc_hook,BUG: spinlock bad magic in post_alloc_hook,long-term-18-MAR-2025,14,0,
rand-preempt-sect_rw,3,0ef19d3af2ee56643d67d934d68895cad6eb6566,OTHER,possible deadlock,hfsplus_get_block,possible deadlock in hfsplus_get_block,long-term-18-MAR-2025,100,0,-32
rand-preempt-sect_rw,3,db2fa1db6c3955512d63b737cce46348c2e42ee7,UBSAN,array-index-out-of-bounds,dtSplitRoot,UBSAN: array-index-out-of-bounds in dtSplitRoot,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,54ec343f5fa8ecb771acdd49bf649a6ecdc90ad4,OTHER,general protection fault,lmLogSync,general protection fault in lmLogSync,long-term-18-MAR-2025,15,0,-2
rand-preempt-sect_rw,3,8de37934194f7efcdf593e972abf0baec20d58fc,OTHER,possible deadlock,hfsplus_block_allocate,possible deadlock in hfsplus_block_allocate,long-term-18-MAR-2025,4,0,-2
rand-preempt-sect_rw,3,3a4009706c4f01341275ae0f98fc1bff7b1969d6,WARNING,,hfsplus_bnode_create,WARNING in hfsplus_bnode_create,long-term-18-MAR-2025,41,0,
rand-preempt-sect_rw,3,6677a17b99544b44a0a8f505286b3ac5331c6d17,OTHER,possible deadlock,run_unpack_ex,possible deadlock in run_unpack_ex,long-term-18-MAR-2025,3,0,-2
rand-preempt-sect_rw,3,ac5ef2a3eae7b51684767c36424fdb0b6c5df911,KASAN,slab-use-after-free Read,hfsplus_bnode_read,KASAN: slab-use-after-free Read in hfsplus_bnode_read,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,3,4acc974a1a2c4cf1eebcb31e4bc86b85a2f5daa8,INFO,task hung,xlog_grant_head_check,INFO: task hung in xlog_grant_head_check,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,4e6932b799a8dff0d95eec2c99872fba0eb214f7,OTHER,possible deadlock,do_ipv6_setsockopt,possible deadlock in do_ipv6_setsockopt,long-term-18-MAR-2025,2,0,-1
rand-preempt-sect_rw,3,709ea9525d06e8d72f56500f2a6c111324ad92b0,OTHER,possible deadlock,ocfs2_init_acl,possible deadlock in ocfs2_init_acl,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,fe781548d0a22bdbc3f703fc26dd1c43b0da5914,INFO,task hung,linkwatch_event,INFO: task hung in linkwatch_event,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,4868348a1ef002b1b4a89d2e9610865ece572f7c,WARNING,,inc_nlink,WARNING in inc_nlink,long-term-18-MAR-2025,10,0,
rand-preempt-sect_rw,3,d9a665b5dc08e6b986842d75a5328cb1804b1c08,WARNING,,tcp_recvmsg_locked,WARNING in tcp_recvmsg_locked,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,9f7d3bf8f8e1b54b4e2d1f7760f930dffa12cc48,BUG,unable to handle kernel NULL pointer dereference,filemap_read_folio,BUG: unable to handle kernel NULL pointer dereference in filemap_read_folio,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,13c9ea9c32f744e8ae4dcfdd4bb8dcef1699a092,INFO,rcu detected stall,refill_obj_stock,INFO: rcu detected stall in refill_obj_stock,long-term-18-MAR-2025,1,1,
rand-preempt-sect_rw,3,970eef3a3683b67988d6958a26b5b563294705f0,INFO,rcu detected stall,pipe_read,INFO: rcu detected stall in pipe_read,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,15fc5f61cd3ac1c8b1f752394c7f7e0cdffe1b8b,OTHER,possible deadlock,ocfs2_try_remove_refcount_tree,possible deadlock in ocfs2_try_remove_refcount_tree,long-term-18-MAR-2025,51,0,-11
rand-preempt-sect_rw,3,11c72fb0c41e6b208e32c1369ba053b160a4e890,OTHER,kernel BUG,_ocfs2_free_suballoc_bits,kernel BUG in _ocfs2_free_suballoc_bits,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,3,add5c4fb5e9f95ae5e27d88af789c718bb1e8093,WARNING,,btrfs_finish_one_ordered,WARNING in btrfs_finish_one_ordered,long-term-18-MAR-2025,7,0,
rand-preempt-sect_rw,3,56f22f5c6dd421d4cccbb08572f4ad3108e2cdc7,UBSAN,array-index-out-of-bounds,usbhid_parse,UBSAN: array-index-out-of-bounds in usbhid_parse,long-term-18-MAR-2025,4,0,
rand-preempt-sect_rw,3,92692f7ad977501c33f727cfa0c16b8f05107109,KASAN,slab-out-of-bounds Read,sysv_new_inode,KASAN: slab-out-of-bounds Read in sysv_new_inode,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,b42437d58747d21942237cfa206c518025a2bd0f,UBSAN,shift-out-of-bounds,befs_check_sb,UBSAN: shift-out-of-bounds in befs_check_sb,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,f418b76f6874d5af9a84df6c515403891f5f393c,UBSAN,shift-out-of-bounds,minix_statfs,UBSAN: shift-out-of-bounds in minix_statfs,long-term-18-MAR-2025,3,0,
rand-preempt-sect_rw,3,074f2751986c697854e31ed3636e8a4bc6ef880f,WARNING,,btrfs_create_pending_block_groups,WARNING in btrfs_create_pending_block_groups,long-term-18-MAR-2025,9,0,
rand-preempt-sect_rw,3,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,132be9b558ca4026d7c573c699cd78a2c2b7b506,OTHER,kernel BUG,hfs_write_inode,kernel BUG in hfs_write_inode,long-term-18-MAR-2025,26,0,
rand-preempt-sect_rw,3,546128f737338cd2c7cccf89222e58afa5d55c52,INFO,rcu detected stall,shmem_fault,INFO: rcu detected stall in shmem_fault,long-term-18-MAR-2025,1,0,
rand-preempt-sect_rw,3,9cfd48d91de763e83b3b281abe91c717ca6086d0,WARNING,,__alloc_frozen_pages_noprof,WARNING in __alloc_frozen_pages_noprof,long-term-18-MAR-2025,8,0,
rand-preempt-sect_rw,3,dc46b765faa1437b040bc5b4672f61924c3feb27,SYZFATAL,,,SYZFATAL: Manager.Poll call failed: unexpected EOF,long-term-18-MAR-2025,2,0,
rand-preempt-sect_rw,3,830667af06348d56a13056f922c2e354491d48eb,WARNING,,smsusb_start_streaming/usb_submit_urb,WARNING in smsusb_start_streaming/usb_submit_urb,long-term-18-MAR-2025,29,0,
