tool,trial,crash_id,cat,bug,loc,desc,exp,num_reports,min_asyncs_in_log,max_programs_from_end_of_log_to_asyncs
sect_rw,13,2c94f64b318b4b960a8e789413bb6fd89d1103ae,BUG,soft lockup,__mod_timer,BUG: soft lockup in __mod_timer,cover_eval_cp,1,,
sect_rw,13,dac17913a5b5246a1d1bd6734441801e03ce2b6d,BUG,stack guard page was hit,corrupted,BUG: stack guard page was hit in corrupted,cover_eval_cp,31,,
sect_rw,13,4c1dceb01dec061b63593f149cf10429fa012309,OTHER,possible deadlock,__perf_install_in_context,possible deadlock in __perf_install_in_context,cover_eval_cp,1,,
sect_rw,13,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
sect_pct,6,c34d1bbeac0e46a9296ceb76d20d231534bcdc5f,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: failed to create temp dir: mkdir ./syzkaller-testdirNUM: no space left on devic,cover_eval_cp,1,,
sect_pct,6,ed45297d83f36a8f95714633b070503be369d934,BUG,soft lockup,snd_seq_write,BUG: soft lockup in snd_seq_write,cover_eval_cp,1,,
sect_pct,6,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
sect_pct,6,8a1638229db60175d7fa5e570f8e450a1b567a94,WARNING,,ieee80211_start_next_roc,WARNING in ieee80211_start_next_roc,cover_eval_cp,1,,
sect_pct,6,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,2,,
sect_pct,6,a0e28bdf8d48370fcc10e1f8ea4365b0c187eebe,BUG,soft lockup,hsr_announce,BUG: soft lockup in hsr_announce,cover_eval_cp,2,,
sect_pct,6,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,28,,
sect_pct,6,2f43513776335724f22aac1b056b930da4b84aff,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: not serving,cover_eval_cp,2,,
sect_pct,6,789655d782ea80516a44ae6f34176c7b0a96665b,BUG,soft lockup,wg_packet_send_staged_packets,BUG: soft lockup in wg_packet_send_staged_packets,cover_eval_cp,1,,
sect_pct,6,a3e578a36f004f390cbe1b9f9fc24550997067b4,BUG,soft lockup,wg_packet_send_keepalive,BUG: soft lockup in wg_packet_send_keepalive,cover_eval_cp,1,,
sect_pct,6,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,cover_eval_cp,2,,
sect_pct,6,66cd5b9b3e5519d9a31ee5746f4ef404859d99d0,WARNING,,dup_task_struct,WARNING in dup_task_struct,cover_eval_cp,3,,
sect_pct,6,d55cddbfbe70446f2d66df758e7e93c285e69db9,WARNING,,call_timer_fn,WARNING in call_timer_fn,cover_eval_cp,1,,
sect_pct,6,aac06202f00169294688682e50daecc9c98a831b,BUG,soft lockup,ieee80211_handle_queued_frames,BUG: soft lockup in ieee80211_handle_queued_frames,cover_eval_cp,5,,
sect_pct,6,a6b4da7baffd25e630e39e5b0555269fa08f3e94,INFO,task hung,cleanup_net,INFO: task hung in cleanup_net,cover_eval_cp,2,,
sect_pct,6,efb8c5fe01ecb5116825ce2409485c164c048f88,BUG,,,BUG: workqueue lockup,cover_eval_cp,6,,
sect_pct,6,02c21219d36edc62db775545d5206fd5a3150199,KASAN,slab-use-after-free Read,v4l2_fh_init,KASAN: slab-use-after-free Read in v4l2_fh_init,cover_eval_cp,3,,
sect_pct,6,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,40,,
sect_pct,6,37936123c8f81e38405258568172f9767d444d94,KASAN,slab-use-after-free Read,em28xx_release_resources,KASAN: slab-use-after-free Read in em28xx_release_resources,cover_eval_cp,1,,
sect_pct,6,7710d479d25bd92fa8c6ab0739174ea86b45b806,BUG,unable to handle kernel paging request,filldir64,BUG: unable to handle kernel paging request in filldir64,cover_eval_cp,25,,
sect_pct,6,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,4,,
sect_pct,6,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,13,,
sect_pct,6,50b1d6f2fe0ed12b1cab0d134516164980c7323d,BUG,unable to handle kernel paging request,sys_pselect6,BUG: unable to handle kernel paging request in sys_pselect6,cover_eval_cp,16,,
sect_pct,6,36a86325c6d0d517177cae0323b51ae9da7de8fa,BUG,unable to handle kernel paging request,filldir,BUG: unable to handle kernel paging request in filldir,cover_eval_cp,19,,
sect_pct,6,724081886ad53671b1e5cd5dc8336ad799d4954d,INFO,task hung,new_device_store,INFO: task hung in new_device_store,cover_eval_cp,1,,
sect_pct,6,93a86ea16bdfeef01b3b0b14d18ff8234b7f10a6,BUG,unable to handle kernel NULL pointer dereference,filldir64,BUG: unable to handle kernel NULL pointer dereference in filldir64,cover_eval_cp,1,,
sect_pct,6,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,19,,
sect_pct,6,dd029cbcea11e425c68d1b389d148057eb3cc789,BUG,soft lockup,ip_list_rcv,BUG: soft lockup in ip_list_rcv,cover_eval_cp,1,,
sect_pct,6,63de2be03e3a7eda16f7bce15a9a80a4da54ae9c,INFO,task hung,tls_sk_proto_close,INFO: task hung in tls_sk_proto_close,cover_eval_cp,2,,
sect_pct,6,1a6abe077825183e67b67c3313ea6f99a992fe86,INFO,rcu detected stall,corrupted,INFO: rcu detected stall in corrupted,cover_eval_cp,1,,
sect_pct,6,6e89ce80a10c14d6e832ef9b558bcd045825e05b,BUG,,,BUG: MAX_LOCKDEP_KEYS too low!,cover_eval_cp,2,,
sect_pct,6,971890fe5480ab913cb6945227ae22f3c822f6ec,INFO,task hung,blkdev_fallocate,INFO: task hung in blkdev_fallocate,cover_eval_cp,1,,
sect_pct,6,f75a938fff71c7087689f28272e1e55ac4c89ec2,BUG,soft lockup,br_forward_delay_timer_expired,BUG: soft lockup in br_forward_delay_timer_expired,cover_eval_cp,1,,
sect_pct,6,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,64,,
sect_pct,6,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,3,,
sect_pct,6,62354553a886c8b88fb5d75ad0108d1806c76405,WARNING,,__folio_mark_dirty,WARNING in __folio_mark_dirty,cover_eval_cp,1,,
sect_pct,6,fe781548d0a22bdbc3f703fc26dd1c43b0da5914,INFO,task hung,linkwatch_event,INFO: task hung in linkwatch_event,cover_eval_cp,1,,
sect_pct,6,ce6ef2b22dd47563c725e7c93f7410f29021547b,OTHER,possible deadlock,task_rq_lock,possible deadlock in task_rq_lock,cover_eval_cp,43,,
sect_pct,6,f73b3116ad434cc9b97b908060b5e73752df3be7,WARNING,,restore_regulatory_settings,WARNING in restore_regulatory_settings,cover_eval_cp,2,,
sect_pct,6,10ea2b759f72ff5dd26bce896d853e10f00de743,OTHER,,,unregister_netdevice: waiting for DEV to become free,cover_eval_cp,4,,
sect_pct,6,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,cover_eval_cp,3,,
sect_pct,6,d713702b5b286b7704349bdd865755658baff3e8,KASAN,use-after-free Read,em28xx_init_extension,KASAN: use-after-free Read in em28xx_init_extension,cover_eval_cp,2,,
sect_pct,6,439c37d288d4f26a33a6c7e5c57a97791453a447,OTHER,,,lost connection to test machine,cover_eval_cp,0,,
sect_pct,6,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
sect_pct,6,057de8d8fd45c5ae46e83f2daa1599f8d6333330,OTHER,kernel BUG,z3fold_page_migrate,kernel BUG in z3fold_page_migrate,cover_eval_cp,1,,
sect_pct,6,eb69e7ea1402b04195836e33cd82ead332e172b9,OTHER,possible deadlock,input_inject_event,possible deadlock in input_inject_event,cover_eval_cp,5,,
sect_pct,6,c16d8a13a5b01b10dd5b51c8277b2a34eba56d17,BUG,unable to handle kernel paging request,do_sys_poll,BUG: unable to handle kernel paging request in do_sys_poll,cover_eval_cp,40,,
sect_pct,6,40e12d12cb3785d16de5fcf71c9b99ce79ff831c,INFO,task hung,addrconf_dad_work,INFO: task hung in addrconf_dad_work,cover_eval_cp,1,,
sect_pct,6,dac17913a5b5246a1d1bd6734441801e03ce2b6d,BUG,stack guard page was hit,corrupted,BUG: stack guard page was hit in corrupted,cover_eval_cp,40,,
sect_pct,6,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
sect_pos,4,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
sect_pos,4,8a1638229db60175d7fa5e570f8e450a1b567a94,WARNING,,ieee80211_start_next_roc,WARNING in ieee80211_start_next_roc,cover_eval_cp,1,,
sect_pos,4,4a5eb99ffff5749ea30d65b6652bb2ca9ce59b6c,BUG,unable to handle kernel paging request,put_cmsg,BUG: unable to handle kernel paging request in put_cmsg,cover_eval_cp,1,,
sect_pos,4,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,1,,
sect_pos,4,a0e28bdf8d48370fcc10e1f8ea4365b0c187eebe,BUG,soft lockup,hsr_announce,BUG: soft lockup in hsr_announce,cover_eval_cp,1,,
sect_pos,4,410ca9502222cbcf80c25f3d9ed17443d7c99cfb,INFO,task hung,n_tty_ioctl,INFO: task hung in n_tty_ioctl,cover_eval_cp,1,,
sect_pos,4,cd87a1692cc27af93f0420f8ac1f90904ed95358,BUG,corrupted list,__team_queue_override_port_del,BUG: corrupted list in __team_queue_override_port_del,cover_eval_cp,1,,
sect_pos,4,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,30,,
sect_pos,4,14e36c53c49d1649e580b505caf0675f4e9de5f5,BUG,soft lockup,tcp_write_timer,BUG: soft lockup in tcp_write_timer,cover_eval_cp,1,,
sect_pos,4,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,cover_eval_cp,1,,
sect_pos,4,66cd5b9b3e5519d9a31ee5746f4ef404859d99d0,WARNING,,dup_task_struct,WARNING in dup_task_struct,cover_eval_cp,1,,
sect_pos,4,302cc9c7eda23ee879e94dedee0946e6b85959e5,SYZFATAL,,,SYZFATAL: Manager.NewInput call failed: read tcp IP:NUM->IP:NUM: read: connection timed out,cover_eval_cp,1,,
sect_pos,4,aac06202f00169294688682e50daecc9c98a831b,BUG,soft lockup,ieee80211_handle_queued_frames,BUG: soft lockup in ieee80211_handle_queued_frames,cover_eval_cp,8,,
sect_pos,4,fccb8983032850b7cc801635bc9d23de0c011ff0,KASAN,slab-use-after-free Read,em28xx_init_extension,KASAN: slab-use-after-free Read in em28xx_init_extension,cover_eval_cp,1,,
sect_pos,4,c401efa8cefe905e64f586a50d8bbaf2d38f2350,INFO,task hung,addrconf_verify_work,INFO: task hung in addrconf_verify_work,cover_eval_cp,1,,
sect_pos,4,a6b4da7baffd25e630e39e5b0555269fa08f3e94,INFO,task hung,cleanup_net,INFO: task hung in cleanup_net,cover_eval_cp,2,,
sect_pos,4,efb8c5fe01ecb5116825ce2409485c164c048f88,BUG,,,BUG: workqueue lockup,cover_eval_cp,6,,
sect_pos,4,02c21219d36edc62db775545d5206fd5a3150199,KASAN,slab-use-after-free Read,v4l2_fh_init,KASAN: slab-use-after-free Read in v4l2_fh_init,cover_eval_cp,1,,
sect_pos,4,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,30,,
sect_pos,4,733343303fca2ceb29ab47d7e2a5c230a0c592d6,WARNING,,vkms_get_vblank_timestamp,WARNING in vkms_get_vblank_timestamp,cover_eval_cp,1,,
sect_pos,4,7710d479d25bd92fa8c6ab0739174ea86b45b806,BUG,unable to handle kernel paging request,filldir64,BUG: unable to handle kernel paging request in filldir64,cover_eval_cp,19,,
sect_pos,4,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,4,,
sect_pos,4,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,14,,
sect_pos,4,50b1d6f2fe0ed12b1cab0d134516164980c7323d,BUG,unable to handle kernel paging request,sys_pselect6,BUG: unable to handle kernel paging request in sys_pselect6,cover_eval_cp,28,,
sect_pos,4,36a86325c6d0d517177cae0323b51ae9da7de8fa,BUG,unable to handle kernel paging request,filldir,BUG: unable to handle kernel paging request in filldir,cover_eval_cp,16,,
sect_pos,4,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,17,,
sect_pos,4,d67fd72bada0dd71b399c11ffb8a96041a27dbdb,BUG,soft lockup,wg_expired_new_handshake,BUG: soft lockup in wg_expired_new_handshake,cover_eval_cp,1,,
sect_pos,4,63de2be03e3a7eda16f7bce15a9a80a4da54ae9c,INFO,task hung,tls_sk_proto_close,INFO: task hung in tls_sk_proto_close,cover_eval_cp,1,,
sect_pos,4,1da9531af1a56dcb2b6ff574e0690329ab223f43,BUG,soft lockup,vm_mmap_pgoff,BUG: soft lockup in vm_mmap_pgoff,cover_eval_cp,1,,
sect_pos,4,6e89ce80a10c14d6e832ef9b558bcd045825e05b,BUG,,,BUG: MAX_LOCKDEP_KEYS too low!,cover_eval_cp,10,,
sect_pos,4,971890fe5480ab913cb6945227ae22f3c822f6ec,INFO,task hung,blkdev_fallocate,INFO: task hung in blkdev_fallocate,cover_eval_cp,1,,
sect_pos,4,3e51bb4cea12a057ab4bf22cba3cefdafeb87eaf,BUG,stack guard page was hit,io_sq_thread,BUG: stack guard page was hit in io_sq_thread,cover_eval_cp,2,,
sect_pos,4,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,80,,
sect_pos,4,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,1,,
sect_pos,4,9d511333ca910fa938fb14a0a82f40458bb615dc,BUG,soft lockup,call_timer_fn,BUG: soft lockup in call_timer_fn,cover_eval_cp,2,,
sect_pos,4,ce6ef2b22dd47563c725e7c93f7410f29021547b,OTHER,possible deadlock,task_rq_lock,possible deadlock in task_rq_lock,cover_eval_cp,34,,
sect_pos,4,f73b3116ad434cc9b97b908060b5e73752df3be7,WARNING,,restore_regulatory_settings,WARNING in restore_regulatory_settings,cover_eval_cp,3,,
sect_pos,4,10ea2b759f72ff5dd26bce896d853e10f00de743,OTHER,,,unregister_netdevice: waiting for DEV to become free,cover_eval_cp,2,,
sect_pos,4,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,cover_eval_cp,1,,
sect_pos,4,c7bef9a5b3324959844ec200a0dc227b249903f9,INFO,task hung,iterate_supers,INFO: task hung in iterate_supers,cover_eval_cp,3,,
sect_pos,4,d870630cedefaaf2c870f9459f559a5bebb8e843,INFO,task hung,nsim_create,INFO: task hung in nsim_create,cover_eval_cp,1,,
sect_pos,4,439c37d288d4f26a33a6c7e5c57a97791453a447,OTHER,,,lost connection to test machine,cover_eval_cp,0,,
sect_pos,4,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
sect_pos,4,eb69e7ea1402b04195836e33cd82ead332e172b9,OTHER,possible deadlock,input_inject_event,possible deadlock in input_inject_event,cover_eval_cp,5,,
sect_pos,4,c16d8a13a5b01b10dd5b51c8277b2a34eba56d17,BUG,unable to handle kernel paging request,do_sys_poll,BUG: unable to handle kernel paging request in do_sys_poll,cover_eval_cp,56,,
sect_pos,4,a7d102b4ecfd113482425e71b004203976489fdd,SYZFATAL,,,SYZFATAL: Manager.NewInput call failed: read tcp IP:NUM->IP:NUM: i/o timeout,cover_eval_cp,1,,
sect_pos,4,5bf7684c4d5e7342a6f8f953236323f8a3e2ce7a,INFO,task hung,pwq_release_workfn,INFO: task hung in pwq_release_workfn,cover_eval_cp,1,,
sect_pos,4,40e12d12cb3785d16de5fcf71c9b99ce79ff831c,INFO,task hung,addrconf_dad_work,INFO: task hung in addrconf_dad_work,cover_eval_cp,1,,
sect_pos,4,dac17913a5b5246a1d1bd6734441801e03ce2b6d,BUG,stack guard page was hit,corrupted,BUG: stack guard page was hit in corrupted,cover_eval_cp,33,,
sect_pos,4,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
syzkaller,0,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
syzkaller,0,8a1638229db60175d7fa5e570f8e450a1b567a94,WARNING,,ieee80211_start_next_roc,WARNING in ieee80211_start_next_roc,cover_eval_cp,1,,
syzkaller,0,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,2,,
syzkaller,0,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,29,,
syzkaller,0,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,cover_eval_cp,1,,
syzkaller,0,59debc80da86a9674811433e50182f2894e739a9,INFO,task hung,get_bMaxPacketSize0,INFO: task hung in get_bMaxPacketSize0,cover_eval_cp,1,,
syzkaller,0,1d9bb5d25d509bfa2a7dd17a2add36a0762765ac,BUG,,,"BUG: please report to dccp@vger.kernel.org => prev = NUM, last = NUM at net/dccp/ccids/lib/packet_history.c:LINE/tfrc_rx",cover_eval_cp,2,,
syzkaller,0,fccb8983032850b7cc801635bc9d23de0c011ff0,KASAN,slab-use-after-free Read,em28xx_init_extension,KASAN: slab-use-after-free Read in em28xx_init_extension,cover_eval_cp,1,,
syzkaller,0,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,32,,
syzkaller,0,37936123c8f81e38405258568172f9767d444d94,KASAN,slab-use-after-free Read,em28xx_release_resources,KASAN: slab-use-after-free Read in em28xx_release_resources,cover_eval_cp,1,,
syzkaller,0,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,20,,
syzkaller,0,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,16,,
syzkaller,0,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,1,,
syzkaller,0,1a6abe077825183e67b67c3313ea6f99a992fe86,INFO,rcu detected stall,corrupted,INFO: rcu detected stall in corrupted,cover_eval_cp,1,,
syzkaller,0,6e89ce80a10c14d6e832ef9b558bcd045825e05b,BUG,,,BUG: MAX_LOCKDEP_KEYS too low!,cover_eval_cp,4,,
syzkaller,0,971890fe5480ab913cb6945227ae22f3c822f6ec,INFO,task hung,blkdev_fallocate,INFO: task hung in blkdev_fallocate,cover_eval_cp,2,,
syzkaller,0,b8512d2a7126ba8d86d431cd35971f86e95db898,WARNING,,gfs2_ri_update,WARNING in gfs2_ri_update,cover_eval_cp,1,,
syzkaller,0,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,11,,
syzkaller,0,dfc109c0cf7ead121984212eccd30401ec6dd3eb,WARNING,,ip_rt_bug,WARNING in ip_rt_bug,cover_eval_cp,3,,
syzkaller,0,f73b3116ad434cc9b97b908060b5e73752df3be7,WARNING,,restore_regulatory_settings,WARNING in restore_regulatory_settings,cover_eval_cp,4,,
syzkaller,0,b83ebc0f722370f9f7e120e759d663eb44f55efc,OTHER,,,suppressed report,cover_eval_cp,0,,
syzkaller,0,7018765989f8fc1ff705c44b3de4ebe3e64ca7d0,OTHER,kernel BUG,__hfsplus_setxattr,kernel BUG in __hfsplus_setxattr,cover_eval_cp,1,,
syzkaller,0,b439149adc4a059ec80b6e79575ba4b1ade460f3,WARNING,refcount bug,j1939_xtp_rx_cts,WARNING: refcount bug in j1939_xtp_rx_cts,cover_eval_cp,100,,
syzkaller,0,eb69e7ea1402b04195836e33cd82ead332e172b9,OTHER,possible deadlock,input_inject_event,possible deadlock in input_inject_event,cover_eval_cp,2,,
syzkaller,0,f48cc881b60886898c7e47830174497c7718d0a3,WARNING,,media_create_pad_link,WARNING in media_create_pad_link,cover_eval_cp,1,,
syzkaller,0,07804ed067fcaa4c8967003831699a24e9b634ed,INFO,task hung,jbd2_journal_commit_transaction,INFO: task hung in jbd2_journal_commit_transaction,cover_eval_cp,1,,
syzkaller,0,c8706fee1db2b029d0d78a4fec5aa655b59bbc3e,OTHER,general protection fault,pick_task_fair,general protection fault in pick_task_fair,cover_eval_cp,3,,
syzkaller,0,1b79df1c08acba29e13c8f2a327c68cb3b124008,BUG,corrupted list,team_priority_option_set,BUG: corrupted list in team_priority_option_set,cover_eval_cp,1,,
syzkaller,0,41b74e6c247526f8fa6cc88d9db735c26704c66b,WARNING,refcount bug,j1939_session_put,WARNING: refcount bug in j1939_session_put,cover_eval_cp,100,,
sect_pct,0,cbc4c6f265a721b8de45305209c4b636b1440f1d,BUG,soft lockup,mac80211_hwsim_beacon,BUG: soft lockup in mac80211_hwsim_beacon,cover_eval_cp,1,,
sect_pct,0,e9f5b11984c54cecb386b92bb20c76d5d003719f,OTHER,,,no output from test machine,cover_eval_cp,0,,
sect_pct,0,4a5eb99ffff5749ea30d65b6652bb2ca9ce59b6c,BUG,unable to handle kernel paging request,put_cmsg,BUG: unable to handle kernel paging request in put_cmsg,cover_eval_cp,2,,
sect_pct,0,910e3195261654c617977513fc7cef18d9dde9bd,WARNING,,format_decode,WARNING in format_decode,cover_eval_cp,4,,
sect_pct,0,a0e28bdf8d48370fcc10e1f8ea4365b0c187eebe,BUG,soft lockup,hsr_announce,BUG: soft lockup in hsr_announce,cover_eval_cp,2,,
sect_pct,0,14692319382598dac4dee0cca30dcdf451cb5eb7,WARNING,,rate_control_rate_init,WARNING in rate_control_rate_init,cover_eval_cp,29,,
sect_pct,0,2f43513776335724f22aac1b056b930da4b84aff,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: not serving,cover_eval_cp,1,,
sect_pct,0,a452f0e64788cc908f0eebdc7cdf2c97d97d3c3b,INFO,task hung,lookup_slow,INFO: task hung in lookup_slow,cover_eval_cp,2,,
sect_pct,0,66cd5b9b3e5519d9a31ee5746f4ef404859d99d0,WARNING,,dup_task_struct,WARNING in dup_task_struct,cover_eval_cp,1,,
sect_pct,0,aac06202f00169294688682e50daecc9c98a831b,BUG,soft lockup,ieee80211_handle_queued_frames,BUG: soft lockup in ieee80211_handle_queued_frames,cover_eval_cp,12,,
sect_pct,0,844a59e2234a857b127e45d3c95432f86b5c1d44,SYZFATAL,,,SYZFATAL: Manager.NewInput call failed: write tcp IP:NUM->IP:NUM: i/o timeout,cover_eval_cp,1,,
sect_pct,0,972be4156c4dc35f22a107eb9526698fcb412be4,BUG,soft lockup,__run_timer_base,BUG: soft lockup in __run_timer_base,cover_eval_cp,1,,
sect_pct,0,a6b4da7baffd25e630e39e5b0555269fa08f3e94,INFO,task hung,cleanup_net,INFO: task hung in cleanup_net,cover_eval_cp,3,,
sect_pct,0,efb8c5fe01ecb5116825ce2409485c164c048f88,BUG,,,BUG: workqueue lockup,cover_eval_cp,3,,
sect_pct,0,96c447fce9cab7899e95a08f52a4c45da0691d56,WARNING,,__ieee80211_beacon_get,WARNING in __ieee80211_beacon_get,cover_eval_cp,1,,
sect_pct,0,78cdfde87b5285c5274cf9336a873c5072c53d29,WARNING,,p9_client_create,WARNING in p9_client_create,cover_eval_cp,37,,
sect_pct,0,37936123c8f81e38405258568172f9767d444d94,KASAN,slab-use-after-free Read,em28xx_release_resources,KASAN: slab-use-after-free Read in em28xx_release_resources,cover_eval_cp,2,,
sect_pct,0,7710d479d25bd92fa8c6ab0739174ea86b45b806,BUG,unable to handle kernel paging request,filldir64,BUG: unable to handle kernel paging request in filldir64,cover_eval_cp,12,,
sect_pct,0,5983a65cfeddb32fed63f8a733b3d810e05ba119,INFO,task hung,_free_event,INFO: task hung in _free_event,cover_eval_cp,2,,
sect_pct,0,b8cd92c1478d22bf00f49d211bf24287a812a0e0,INFO,task hung,bdev_release,INFO: task hung in bdev_release,cover_eval_cp,12,,
sect_pct,0,50b1d6f2fe0ed12b1cab0d134516164980c7323d,BUG,unable to handle kernel paging request,sys_pselect6,BUG: unable to handle kernel paging request in sys_pselect6,cover_eval_cp,28,,
sect_pct,0,36a86325c6d0d517177cae0323b51ae9da7de8fa,BUG,unable to handle kernel paging request,filldir,BUG: unable to handle kernel paging request in filldir,cover_eval_cp,25,,
sect_pct,0,93a86ea16bdfeef01b3b0b14d18ff8234b7f10a6,BUG,unable to handle kernel NULL pointer dereference,filldir64,BUG: unable to handle kernel NULL pointer dereference in filldir64,cover_eval_cp,1,,
sect_pct,0,df87226af75e2e906503e976819e1403142d677a,BUG,soft lockup,addrconf_rs_timer,BUG: soft lockup in addrconf_rs_timer,cover_eval_cp,25,,
sect_pct,0,0c236f1d3444dc690faefc668afbc564e5a44184,WARNING,,kernfs_get,WARNING in kernfs_get,cover_eval_cp,1,,
sect_pct,0,dd029cbcea11e425c68d1b389d148057eb3cc789,BUG,soft lockup,ip_list_rcv,BUG: soft lockup in ip_list_rcv,cover_eval_cp,1,,
sect_pct,0,0aa7bb3816890422b49adcbc8d03f4e3151505ea,INFO,task hung,reg_check_chans_work,INFO: task hung in reg_check_chans_work,cover_eval_cp,1,,
sect_pct,0,4ecda27d97e590e179a8c967d0b1615224f921fd,WARNING,,reserve_ds_buffers,WARNING in reserve_ds_buffers,cover_eval_cp,1,,
sect_pct,0,6e89ce80a10c14d6e832ef9b558bcd045825e05b,BUG,,,BUG: MAX_LOCKDEP_KEYS too low!,cover_eval_cp,1,,
sect_pct,0,971890fe5480ab913cb6945227ae22f3c822f6ec,INFO,task hung,blkdev_fallocate,INFO: task hung in blkdev_fallocate,cover_eval_cp,1,,
sect_pct,0,f75a938fff71c7087689f28272e1e55ac4c89ec2,BUG,soft lockup,br_forward_delay_timer_expired,BUG: soft lockup in br_forward_delay_timer_expired,cover_eval_cp,1,,
sect_pct,0,3e51bb4cea12a057ab4bf22cba3cefdafeb87eaf,BUG,stack guard page was hit,io_sq_thread,BUG: stack guard page was hit in io_sq_thread,cover_eval_cp,3,,
sect_pct,0,11d137c334a427322898aa51903aed548ece812d,SYZFATAL,,,SYZFATAL: executor NUM failed NUM times: executor NUM: exit status NUM err exit status NUM,cover_eval_cp,76,,
